Facility,Region,County,Y,X,MMBTU_potential,Type,Type_Num
Black Creek Nursery,Raleigh,Johnston,35.472254,-78.58452,3240,Swine - Farrow to Finish,5
3501 & 3102,Wilmington,Duplin,34.8031,-78.1731,3233,Swine - Wean to Feeder,2
P-11,Fayetteville,Sampson,35.057081,-78.252831,3232,Swine - Feeder to Finish,3
Steve Grady Nursery,Wilmington,Duplin,35.1461,-77.9944,3200,Swine - Farrow to Wean,1
K & P Nurseries,Wilmington,Pender,34.7083,-78.0833,"3,200",Swine - Farrow to Finish,5
MD Robinson Farms 1-4,Washington,Jones,35.0967,-77.5653,3200,Swine - Farrow to Wean,1
Max & Theresa Futrell,Washington,Wayne,35.3283,-78.1931,3184,Swine - Wean to Feeder,2
Sasser Sow Farm,Washington,Wayne,35.257634,-77.934717,3174,Multiple,7
Herschel Jenkins Farm 2,Wilmington,Duplin,34.7497,-77.7317,3144,Swine - Feeder to Finish,3
Riverside Farms,Fayetteville,Sampson,34.884069,-78.227636,3117,Swine - Wean to Feeder,2
P-7 A - E,Fayetteville,Bladen,34.688483,-78.792986,3091,Swine - Feeder to Finish,3
William Thomas Steed Farm,Fayetteville,Sampson,35.135922,-78.36183,3089,Swine - Farrow to Wean,1
Sanderson Swine,Washington,Wayne,35.3189,-78.2042,3089,Swine - Feeder to Finish,3
Allen Brothers Farm,Fayetteville,Bladen,34.5987,-78.804752,3040,Swine - Wean to Feeder,2
"OK Farms of Cedar Creek, LLC",Fayetteville,Cumberland,34.940364,-78.713933,3040,Swine - Feeder to Finish,3
Marths Smith Farm,Washington,Lenoir,35.1541,-77.579589,3035,Swine - Feeder to Finish,3
P-14 A&B,Fayetteville,Bladen,34.816858,-78.805961,3022,Swine - Wean to Feeder,2
Farm 7690 & 7691,Fayetteville,Robeson,34.835858,-78.918181,3022,Swine - Feeder to Finish,3
Barham Farms Home Farms 48A,Raleigh,Johnston,35.7047,-78.3156,3011,Multiple,7
Scott Byrd Farm,Fayetteville,Sampson,34.970228,-78.574442,3000,Swine - Farrow to Wean,1
"Griffin and Griffin Hog Farm, LLC",Washington,Greene,35.4983,-77.7639,3000,Swine - Gilts,9
Fletcher McDuffie Farms,Fayetteville,Bladen,34.686044,-78.562633,2988,Swine - Wean to Feeder,2
P-2333 Houses 14-16,Wilmington,Duplin,35.0014,-77.8992,2988,Swine - Feeder to Finish,3
Sam Anders Farm,Fayetteville,Sampson,35.122283,-78.371455,2988,Swine - Feeder to Finish,3
"Pearsall Farm, Inc.",Fayetteville,Sampson,35.139592,-78.345328,2988,Swine - Feeder to Finish,3
Danny K. Bass Farm,Fayetteville,Sampson,35.166238,-78.281913,2988,Swine - Feeder to Finish,3
Wilma Dean Britt Farm,Raleigh,Johnston,35.292417,-78.310911,2988,Swine - Farrow to Wean,1
Jester Ridge Farm,Winston-Salem,Randolph,35.775,-79.5964,2981,Swine - Wean to Feeder,2
Wildwood Farm,Washington,Beaufort,35.3141,-76.9392,2973,Swine - Feeder to Finish,3
Southwoods,Washington,Pitt,35.525,-77.185781,2972,Swine - Feeder to Finish,3
Outback Farms LLC,Washington,Pitt,35.6885,-77.5504,2972,Swine - Feeder to Finish,3
Thomas Chestnutt Farm #1,Wilmington,Duplin,34.9292,-77.9917,2959,Swine - Feeder to Finish,3
Exum Mills Sow,Washington,Wayne,35.4653,-77.8778,2959,Swine - Wean to Feeder,2
Vanguard Farms Inc,Washington,Beaufort,35.44314,-77.12842,2957,Multiple,7
"Nahunta Sow #1, #2 & Isolation",Washington,Wayne,35.5025,-77.9231,2957,Multiple,7
Plantation Sow Farm,Raleigh,Northampton,36.2481,-77.2178,2957,Multiple,7
Donald E. Byrd,Raleigh,Johnston,35.5958,-78.368,2955,Multiple,7
Clearwater Nursery,Fayetteville,Sampson,35.065981,-78.398531,2936,Swine - Feeder to Finish,3
Hugh Passingham Farm,Wilmington,Onslow,34.6503,-77.6094,2927,Swine - Feeder to Finish,3
Wendy Evans Farm,Wilmington,Duplin,34.9333,-78.0303,2927,Swine - Wean to Feeder,2
Muddy Creek Farm,Wilmington,Duplin,34.94,-77.8175,2927,Swine - Feeder to Finish,3
Earth Right Farms,Wilmington,Duplin,35.0219,-77.8706,2927,Swine - Feeder to Finish,3
Steve Smith Farm,Wilmington,Duplin,35.057561,-77.858721,2927,Swine - Wean to Feeder,2
O'Neal & Deborah Heath Farm,Washington,Jones,35.0667,-77.6,2927,Swine - Feeder to Finish,3
Steve Smith Farm31- 391,Wilmington,Duplin,35.0672,-77.825,2927,Swine - Wean to Feeder,2
D&H Farm,Fayetteville,Sampson,35.128236,-78.459561,2927,Swine - Feeder to Finish,3
"Mac Farms, LLC 5-7",Wilmington,Duplin,35.1903,-78.0369,2927,Swine - Feeder to Finish,3
"Franklin Lindsay Farm , Inc. 1-2",Fayetteville,Sampson,35.030983,-78.383881,2900,Swine - Feeder to Finish,3
Outlaw Farms,Wilmington,Duplin,35.1122,-77.8833,2888,Swine - Wean to Feeder,2
Quinn Sow,Wilmington,Duplin,35.1069,-78.0708,2850,Swine - Feeder to Finish,3
Squirrel Ridge Sow,Washington,Wayne,35.2756,-77.9583,2850,Swine - Feeder to Finish,3
Hodges Sow Farm,Washington,Beaufort,35.425,-77.0333,2850,Swine - Farrow to Feeder,4
Republican Sow Farm,Washington,Bertie,36.078623,-77.026692,2850,Swine - Wean to Feeder,2
Rockin M Farms,Wilmington,Duplin,34.7533,-78.17,2846,Swine - Feeder to Finish,3
Ivey Peterson Farm,Fayetteville,Sampson,34.902611,-78.27618,2846,Swine - Wean to Feeder,2
Garland & Petty Farms,Fayetteville,Sampson,34.752052,-78.358025,2833,Swine - Feeder to Finish,3
Jamie Dail Farm,Wilmington,Duplin,34.7364,-77.7633,2816,Swine - Farrow to Wean,1
Ingold Sow Farm,Fayetteville,Sampson,34.809119,-78.345675,2810,Swine - Feeder to Finish,3
Lake Wheeler Rd Field Lab-Swine Educational Unit,Raleigh,Wake,35.73,-78.6764,2801,Swine - Wean to Feeder,2
Sunshine Nurseries,Wilmington,Duplin,35.023444,-78.074718,2800,Swine - Wean to Feeder,2
TDM 26,Fayetteville,Cumberland,34.921656,-78.6553,2792,Multiple,7
HMR Farm,Wilmington,Duplin,35.0175,-77.9622,2791,Swine - Feeder to Finish,3
Hardy Moye Farm,Washington,Pitt,35.53999,-77.54905,2789,Swine - Feeder to Finish,3
B.G. Looper and Sons / Wesley Looper,Asheville,Caldwell,35.82,-81.3586,2769,Swine - Wean to Feeder,2
Thomas Farms Pork Inc. #2,Raleigh,Person,36.4247,-78.9142,2769,Swine - Wean to Feeder,2
"Carolina Bay Farms , LLC",Wilmington,Brunswick,34.123956,-78.423885,2740,Swine - Farrow to Wean,1
Sea Cattail Bay,Wilmington,Columbus,34.15,-78.65,2740,Swine - Farrow to Wean,1
Farm #28 / 3728,Fayetteville,Bladen,34.469572,-78.593002,2740,Swine - Farrow to Wean,1
P-17 A &B,Fayetteville,Bladen,34.557777,-78.495,2740,Swine - Farrow to Wean,1
Farm 7692,Fayetteville,Bladen,34.836594,-78.610177,2740,Swine - Feeder to Finish,3
P-19 A&B,Fayetteville,Sampson,34.842977,-78.469636,2740,Swine - Feeder to Finish,3
"Buckhorn Farms, LLC.",Fayetteville,Robeson,34.901964,-78.978733,2740,Swine - Farrow to Wean,1
P-16 A&B,Fayetteville,Cumberland,34.959472,-78.622078,2740,Swine - Feeder to Finish,3
P-23,Fayetteville,Sampson,35.109197,-78.374516,2740,Swine - Wean to Feeder,2
J.D. Teachey Sow Farm A & B,Fayetteville,Sampson,35.137333,-78.190794,2740,Swine - Farrow to Wean,1
Smith Person Farm,Washington,Wayne,35.5061,-77.9058,2740,Swine - Wean to Feeder,2
Stoneybrook Farm,Wilmington,Pender,34.7083,-78.0833,"2,740",Swine - Farrow to Wean,1
Sawyers Branch Farm,Wilmington,Duplin,35.1083,-77.7667,2723,Swine - Feeder to Finish,3
University Farm,Fayetteville,Sampson,34.930308,-78.308908,2714,Swine - Feeder to Finish,3
Ronnie Carter Farm,Fayetteville,Sampson,34.692011,-78.197033,2710,Swine - Wean to Feeder,2
Jerry Kennedy Farm,Wilmington,Duplin,34.9919,-77.7742,2710,Swine - Wean to Feeder,2
Mike Kennedy Farm,Wilmington,Duplin,35.005,-77.7706,2710,Swine - Feeder to Finish,3
M.F. McCullen Farm,Washington,Wayne,35.1867,-77.9625,2710,Swine - Wean to Feeder,2
Clifton Creech Farm,Washington,Greene,35.427917,-77.780034,2710,Swine - Farrow to Wean,1
Chris Murphy Swine Farm,Washington,Greene,35.4311,-77.75,2710,Swine - Feeder to Finish,3
Circle P,Raleigh,Chatham,35.628716,-79.507114,2710,Swine - Feeder to Finish,3
Naylor Farms (A&L),Fayetteville,Sampson,35.150675,-78.392625,2696,Swine - Feeder to Finish,3
Farm 5579,Fayetteville,Robeson,34.652847,-79.363381,2690,Swine - Feeder to Finish,3
Farm 5573,Fayetteville,Scotland,34.662669,-79.46216,2690,Swine - Feeder to Finish,3
Farm 5574,Fayetteville,Scotland,34.798776,-79.41135,2690,Swine - Feeder to Finish,3
Farm 5576,Fayetteville,Robeson,34.815175,-79.22415,2690,Swine - Wean to Feeder,2
Farm 5578,Fayetteville,Robeson,34.8298,-79.271278,2690,Swine - Feeder to Finish,3
Farm 5575,Fayetteville,Robeson,34.833453,-79.145228,2690,Swine - Feeder to Finish,3
Farm #10,Fayetteville,Sampson,35.108827,-78.19053,2690,Swine - Wean to Feeder,2
Farm 37 / 8537,Raleigh,Northampton,36.320323,-77.357719,2690,Swine - Wean to Feeder,2
Bull & Buddy Farms,Wilmington,Duplin,34.7808,-77.7367,2676,Swine - Wean to Feeder,2
Parham Farms,Fayetteville,Sampson,35.057316,-78.308816,2676,Swine - Farrow to Wean,1
Calvin L. Rouse Farm,Wilmington,Duplin,35.1161,-77.9536,2676,Swine - Wean to Feeder,2
Leslie Ray Whitted Farm,Washington,Wayne,35.2103,-77.9872,2676,Swine - Feeder to Finish,3
Beech Ridge Pork Farm Inc,Washington,Beaufort,35.58,-76.6133,2672,Swine - Feeder to Finish,3
"G.E. Pendleton Farms, Inc.",Raleigh,Halifax,36.09983,-77.37991,2663,Swine - Wean to Feeder,2
Nahunga Sow Farm,Wilmington,Duplin,35.0331,-77.9786,2635,Swine - Feeder to Finish,3
Lisbon Sow Farm #2,Fayetteville,Bladen,34.487741,-78.537608,2630,Swine - Farrow to Wean,1
Evergreen Sow,Fayetteville,Bladen,34.813525,-78.783216,2630,Swine - Farrow to Wean,1
Simmons Farm,Fayetteville,Sampson,34.869727,-78.452088,2630,Swine - Feeder to Finish,3
Crossbow Farm,Fayetteville,Bladen,34.681166,-78.500663,2602,Swine - Farrow to Wean,1
"Moye Swine, LLC",Washington,Greene,35.4633,-77.5578,2602,Swine - Farrow to Wean,1
Ronald Crawford Farm,Washington,Pitt,35.8039,-77.435944,2602,Swine - Wean to Feeder,2
"Old Camp Nursery #1, 2, 3 & 5",Wilmington,Duplin,34.7833,-78.1439,2600,Swine - Wean to Feeder,2
Danny L. Brown Farm,Wilmington,Duplin,34.7892,-78.0489,2600,Swine - Wean to Feeder,2
Double D 1&2 and White Heifer 1&2,Wilmington,Duplin,34.8008,-77.7519,2600,Swine - Feeder to Finish,3
Wendy #1 & 2,Wilmington,Duplin,34.9111,-78.0778,2600,Swine - Feeder to Finish,3
Bearskin Nurseries,Fayetteville,Sampson,34.986438,-78.444994,2600,Swine - Wean to Feeder,2
Byrd Nursery,Fayetteville,Sampson,35.034244,-78.222731,2600,Swine - Gilts,9
Boykin Lake Farm,Fayetteville,Sampson,34.899522,-78.426663,2591,Multiple,7
J.R. Lewis Farms,Washington,Pitt,35.6131,-77.65016,2582,Multiple,7
Redding Farm,Winston-Salem,Randolph,35.8303,-79.8917,2575,Swine - Feeder to Finish,3
Curtis Byrum Farm,Washington,Chowan,36.2603,-76.5833,2575,Swine - Feeder to Finish,3
Barwick Hog Farm Inc / Home Farm,Washington,Lenoir,35.1692,-77.705733,2547,Swine - Feeder to Finish,3
Scott Rivenbark Farm,Wilmington,Duplin,34.7844,-77.9417,2520,Swine - Feeder to Finish,3
Kenneth Brown,Wilmington,Duplin,34.85,-77.9433,2520,Swine - Farrow to Wean,1
Henry D. Teachey Farm,Wilmington,Duplin,34.8619,-77.9489,2520,Swine - Feeder to Finish,3
Old Farm,Wilmington,Duplin,34.8842,-77.7622,2520,Swine - Feeder to Finish,3
Deleon Bass,Fayetteville,Sampson,34.947433,-78.251344,2520,Swine - Feeder to Finish,3
D&Z Farms,Fayetteville,Sampson,35.058016,-78.311105,2520,Swine - Wean to Feeder,2
Claro Stroud Farm,Wilmington,Duplin,35.0236,-77.8944,2520,Swine - Feeder to Finish,3
Dail Farm Inc,Wilmington,Duplin,35.0758,-77.9406,2520,Swine - Gilts,9
Danny Mitchell Hog Farm,Washington,Wayne,35.4222,-78.1222,2488,Swine - Farrow to Wean,1
Gainey Swine Farm,Fayetteville,Sampson,35.089177,-78.397519,2481,Swine - Feeder to Finish,3
Rhodes Livestock,Washington,Craven,35.2544,-77.1617,2475,Swine - Wean to Feeder,2
Moore Bros. Farm,Fayetteville,Sampson,34.797994,-78.301333,2468,Multiple,7
2704 & 2706,Wilmington,Duplin,34.9692,-78.1422,2466,Swine - Feeder to Finish,3
Stanley Farms #7,Wilmington,Pender,34.563599,-78.018109,2439,Swine - Feeder to Finish,3
Triple B Farm,Wilmington,Duplin,34.7433,-78.0733,2439,Swine - Feeder to Finish,3
George Jones Farm,Wilmington,Duplin,34.78,-78.1067,2439,Swine - Wean to Feeder,2
James Eddie Brice Farm,Wilmington,Duplin,34.8233,-78.0958,2439,Swine - Farrow to Wean,1
Tom Whitfield Farm,Wilmington,Duplin,35.0647,-77.8028,2439,Swine - Wean to Feeder,2
Eagle Falls Hog Farm,Winston-Salem,Rockingham,36.4228,-79.8175,2439,Swine - Farrow to Finish,5
Ham Right Farm,Wilmington,Pender,34.6431,-77.9519,2439,Swine - Farrow to Wean,1
Brian Mitchell Farm,Washington,Hertford,36.2917,-76.75,2406,Swine - Feeder to Finish,3
S-3 / S-4,Wilmington,Duplin,34.741886,-78.100073,2402,Swine - Feeder to Finish,3
Fields Farm Site #1 - 3,Wilmington,Columbus,34.4522,-78.9075,2400,Swine - Wean to Feeder,2
Braxton Rouse Farm,Washington,Lenoir,35.1952,-77.803781,2400,Swine - Wean to Feeder,2
Sugar Hill,Fayetteville,Sampson,34.811452,-78.427383,2387,Multiple,7
Hilton Monroe Farm 1,Fayetteville,Bladen,34.53188,-78.576869,2385,Swine - Feeder to Finish,3
Hilton Monroe Farm,Fayetteville,Bladen,34.540516,-78.578705,2385,Swine - Feeder to Finish,3
Baucom Farm,Wilmington,Pender,34.6042,-77.9689,2385,Swine - Feeder to Finish,3
Sandy & Gary Dixon Farm,Wilmington,Onslow,34.7386,-77.5333,2385,Swine - Wean to Feeder,2
Chris and Beth Fountain Farm,Wilmington,Duplin,34.8094,-77.7039,2385,Swine - Wean to Feeder,2
Rick and William Lanier Farm 2,Wilmington,Duplin,34.860212,-77.698131,2385,Swine - Feeder to Finish,3
Adron Whaley Farm,Wilmington,Onslow,34.9119,-77.5172,2385,Swine - Wean to Feeder,2
Quinn Farm,Wilmington,Duplin,34.9922,-77.7836,2385,Swine - Feeder to Finish,3
Robinson Hog Farm,Washington,Lenoir,35.1221,-77.65184,2385,Swine - Feeder to Finish,3
"Wood Farms, Inc.",Raleigh,Johnston,35.354057,-78.437511,2385,Swine - Feeder to Finish,3
Dick Mills & Son Farm II,Washington,Pitt,35.471,-77.325167,2385,Swine - Feeder to Finish,3
Corbett Farms,Washington,Pitt,35.7244,-77.569477,2385,Swine - Feeder to Finish,3
Justin Edwards Farm,Wilmington,Duplin,34.8542,-77.7008,2385,Swine - Farrow to Feeder,4
BGH Farm - Louis Howard # 2,Wilmington,Duplin,34.9894,-77.905,2385,Swine - Farrow to Finish,5
George Bailey Farms (Galloway Farm),Washington,Greene,35.6431,-77.7047,2381,Swine - Feeder to Finish,3
Creech Farm,Raleigh,Johnston,35.465362,-78.516362,2371,Swine - Feeder to Finish,3
Gardner Farms 1,Raleigh,Franklin,36.0733,-78.135,2371,Swine - Farrow to Feeder,4
Crooms Bridge Farm / Blackjack North,Wilmington,Pender,34.6131,-77.8317,2337,Swine - Feeder to Finish,3
Hardwick Farms,Wilmington,Columbus,34.1833,-78.7867,2333,Multiple,7
Bladen Springs,Fayetteville,Bladen,34.540152,-78.463441,2329,Swine - Farrow to Wean,1
Cedar Bay Farm,Fayetteville,Bladen,34.8024,-78.721272,2329,Swine - Feeder to Finish,3
Mike Wallace Farm,Wilmington,Duplin,35.065522,-77.845355,2304,Swine - Wean to Feeder,2
Beaman Farms 3,Washington,Greene,35.515032,-77.667362,2302,Swine - Feeder to Finish,3
Drake Farms,Raleigh,Edgecombe,35.8114,-77.6417,2290,Swine - Farrow to Wean,1
Tyndall's Farm,Fayetteville,Sampson,35.090805,-78.607555,2280,Swine - Wean to Feeder,2
Herring Farm,Washington,Wayne,35.2783,-77.9186,2274,Multiple,7
Earl Honeycutt Farm,Fayetteville,Sampson,35.057755,-78.489938,2270,Swine - Wean to Feeder,2
Wendy 9&10,Fayetteville,Sampson,34.910183,-78.198888,2250,Swine - Wean to Feeder,2
Wet Creek Farm,Fayetteville,Moore,35.324344,-79.635713,2241,Swine - Feeder to Finish,3
Farm 31,Washington,Hertford,36.305346,-77.149872,2241,Swine - Farrow to Wean,1
Farm 36 / 8536,Raleigh,Northampton,36.3433,-77.4272,2241,Swine - Feeder to Finish,3
Farm 11 / 8511,Raleigh,Northampton,36.49,-77.3981,2241,Swine - Feeder to Finish,3
Green Acres Farm,Raleigh,Warren,36.4917,-78.1583,2241,Swine - Wean to Feeder,2
Parks Farms,Washington,Wayne,35.2089,-77.9561,2237,Swine - Wean to Feeder,2
Randolph Smith Farm,Washington,Lenoir,35.1358,-77.664059,2236,Swine - Feeder to Finish,3
"ATM Farms, LLP",Fayetteville,Sampson,34.740897,-78.305802,2220,Swine - Wean to Feeder,2
TC Buckhorn Ranch,Washington,Jones,35.0494,-77.2631,2208,Swine - Feeder to Finish,3
SHW Delway Farm,Fayetteville,Sampson,34.822991,-78.19473,2197,Swine - Farrow to Wean,1
Douglas C. Baker Farm,Washington,Perquimans,36.3411,-76.5197,2195,Swine - Feeder to Finish,3
T. Lindsay Pig Nursery,Fayetteville,Sampson,35.042547,-78.394433,2175,Swine - Feeder to Finish,3
Randy Tyndall Farm,Fayetteville,Sampson,35.042908,-78.38795,2175,Swine - Wean to Feeder,2
"Pine Ridge Pigs, LLC",Fayetteville,Sampson,35.043152,-78.241636,2175,Swine - Feeder to Finish,3
C & C Nursery,Fayetteville,Sampson,35.088408,-78.362133,2175,Swine - Farrow to Wean,1
Little River Farm,Fayetteville,Montgomery,35.219273,-79.920948,2175,Swine - Wean to Feeder,2
ADJ Nursery #3,Raleigh,Johnston,35.3264,-78.4264,2175,Swine - Feeder to Finish,3
Marshall Horne Farm,Fayetteville,Sampson,34.800441,-78.36548,2172,Swine - Feeder to Finish,3
Barry Billups,Fayetteville,Bladen,34.764194,-78.588786,2168,Swine - Wean to Feeder,2
Sandpit Pork,Fayetteville,Bladen,34.7657,-78.601772,2168,Swine - Wean to Feeder,2
Peggy Campbell Farm,Wilmington,Duplin,34.8556,-77.7897,2168,Swine - Boar/Stud,8
Hunter Farm,Wilmington,Duplin,34.897131,-77.825267,2168,Swine - Wean to Feeder,2
Piggy Bank Farm,Wilmington,Duplin,34.9664,-77.7311,2168,Swine - Feeder to Finish,3
Earl Barrow Farm,Washington,Greene,35.4425,-77.6542,2168,Swine - Farrow to Wean,1
Howard Johnson Farm,Raleigh,Edgecombe,35.8464,-77.725,2141,Swine - Wean to Finish,6
"Clear Run #1, 2, 3, 4 & 5",Fayetteville,Sampson,34.752905,-78.269697,2140,Swine - Farrow to Wean,1
Bullard Farm,Fayetteville,Cumberland,34.972656,-78.7164,2133,Swine - Farrow to Feeder,4
Morgan Swine Farm,Fayetteville,Anson,34.849783,-80.045608,2130,Swine - Feeder to Finish,3
Tidewater Research Station 2,Washington,Washington,35.8544,-76.6583,2130,Swine - Feeder to Finish,3
James Thomas Farm,Raleigh,Person,36.3372,-78.845,2130,Swine - Farrow to Feeder,4
"Shady Branch Farms, LLC Pine View 1& 2",Fayetteville,Bladen,34.456047,-78.600058,2100,Swine - Wean to Feeder,2
"Shady Branch Farms, LLC Deer Track",Fayetteville,Bladen,34.48728,-78.572236,2100,Swine - Wean to Feeder,2
Westbrook Farm,Wilmington,Duplin,35.043932,-77.851556,2095,Swine - Feeder to Finish,3
Kenny Bass Farm,Fayetteville,Sampson,35.169933,-78.384697,2080,Swine - Feeder to Finish,3
Hwy 43 Farm,Washington,Pitt,35.4209,-77.261906,2075,Swine - Feeder to Finish,3
P-60,Fayetteville,Harnett,35.434735,-78.867717,2057,Multiple,7
"Sand Ridge Farms, Inc",Washington,Craven,35.3661,-77.103803,2050,Swine - Feeder to Finish,3
Carroll's Foods Inc. Farm 86 & 92,Fayetteville,Harnett,35.256525,-79.155624,2046,Swine - Wean to Feeder,2
J.L.M. Parker Farms LLC,Washington,Greene,35.5353,-77.6347,2046,Swine - Farrow to Wean,1
Rose Hill Buying Station,Wilmington,Duplin,34.8278,-77.9694,2033,Swine - Farrow to Wean,1
William S Matthews Farm,Fayetteville,Sampson,35.0375,-78.1631,2033,Swine - Wean to Feeder,2
Sammy Lane Farm,Washington,Craven,35.3179,-77.350714,2033,Swine - Feeder to Finish,3
Pork Company Farm,Washington,Greene,35.392053,-77.657731,2033,Swine - Wean to Feeder,2
Cross Creek Farm,Washington,Greene,35.4569,-77.8169,2033,Swine - Farrow to Wean,1
W.C. Varnell Jr. Farm,Raleigh,Edgecombe,35.8872,-77.7661,2033,Swine - Feeder to Finish,3
Coble Farm,Wilmington,Duplin,34.8367,-78.0933,2033,Swine - Feeder to Finish,3
ADJ Nursery #2,Fayetteville,Sampson,35.133811,-78.529547,2025,Swine - Feeder to Finish,3
Joyner Daniels,Washington,Wayne,35.587698,-77.887391,2020,Multiple,7
Belle Toler Farm,Washington,Craven,35.2645,-77.0042,2005,Swine - Feeder to Finish,3
S&K Swine Inc,Washington,Pitt,35.3666,-77.31802,2000,Swine - Feeder to Finish,3
Linwood Hall Farm,Washington,Greene,35.4056,-77.7494,2000,Swine - Feeder to Finish,3
Dale R. Ackerman Farm,Fayetteville,Cumberland,34.875289,-78.533667,1992,Swine - Wean to Feeder,2
Otis Brown Farm,Wilmington,Duplin,34.883435,-77.925133,1992,Swine - Feeder to Finish,3
New Farm,Wilmington,Duplin,34.8939,-77.7608,1992,Swine - Farrow to Wean,1
Bruce A. Humble,Winston-Salem,Guilford,35.9161,-79.5625,1992,Swine - Feeder to Finish,3
P-18,Fayetteville,Cumberland,34.882789,-78.547578,1991,Swine - Feeder to Finish,3
High Ridge Farms,Washington,Pitt,35.5133,-77.265367,1982,Swine - Wean to Feeder,2
Fairwinds,Washington,Pitt,35.5356,-77.182633,1982,Swine - Wean to Feeder,2
Vincent C. King K-9,Wilmington,Pender,34.6686,-77.9636,1951,Swine - Wean to Feeder,2
Batts Farm - Buddy King,Wilmington,Duplin,34.7992,-77.95,1951,Swine - Feeder to Finish,3
"Lazy ""B"" Farms",Wilmington,Duplin,34.8125,-77.6786,1951,Swine - Wean to Feeder,2
Randy & Anna Harrell,Wilmington,Duplin,34.8739,-77.885,1951,Swine - Feeder to Finish,3
Ernest Byrd Hog Farm,Washington,Lenoir,35.0657,-77.723044,1951,Swine - Feeder to Finish,3
Faith Farms,Washington,Lenoir,35.0751,-77.708511,1951,Swine - Feeder to Finish,3
Tuckahoe Farms,Wilmington,Duplin,35.1131,-77.7561,1951,Swine - Feeder to Finish,3
Clarence Thigpen Farm,Washington,Lenoir,35.1184,-77.71169,1951,Swine - Feeder to Finish,3
Anthony Dodson Farm TDM #17,Fayetteville,Sampson,35.118991,-78.469769,1951,Swine - Feeder to Finish,3
David Price Farm,Wilmington,Duplin,35.152551,-77.840518,1951,Swine - Feeder to Finish,3
Oak Branch 1-2,Fayetteville,Sampson,35.157741,-78.567675,1951,Swine - Wean to Feeder,2
Brandon Whitfield Farm,Washington,Lenoir,35.1884,-77.82282,1951,Swine - Feeder to Finish,3
Shelton Lewis Farm,Washington,Wayne,35.2342,-78.0078,1951,Swine - Feeder to Finish,3
R&B Vinson Hog Farm,Washington,Wayne,35.2536,-77.8467,1951,Swine - Feeder to Finish,3
Joey & Deana Hood Farm,Washington,Wayne,35.2672,-78.1567,1951,Swine - Feeder to Finish,3
William Britt Farm,Washington,Wayne,35.30169,-77.843633,1951,Swine - Wean to Feeder,2
L. Greg Smith Jr,Washington,Wayne,35.4483,-78.0819,1951,Swine - Feeder to Finish,3
Bob Varnell Farm,Washington,Lenoir,35.2459,-77.802633,1951,Swine - Feeder to Finish,3
Gray Outlaw Farm,Washington,Wayne,35.2783,-78.0258,1951,Swine - Farrow to Finish,5
"Kinlaw Nursery #1, #2, #3",Fayetteville,Bladen,34.565158,-78.692661,1950,Swine - Wean to Feeder,2
"Blossom, Inc",Fayetteville,Sampson,34.696641,-78.309755,1950,Swine - Feeder to Finish,3
"Five Points, Huckleberry Hill & Deer Field Nurseries",Fayetteville,Sampson,34.698355,-78.172597,1950,Swine - Farrow to Wean,1
William Norris Farm,Wilmington,Duplin,34.765759,-78.182206,1950,Swine - Wean to Feeder,2
"Marvin T. Farms, Inc. - 1, 2 & 3",Fayetteville,Sampson,34.950813,-78.166933,1950,Swine - Feeder to Finish,3
H&J Nursery #1 - 3,Wilmington,Duplin,34.9689,-78.0367,1950,Swine - Feeder to Finish,3
"Jump and Run Farms, Inc.",Wilmington,Duplin,34.9714,-78.07,1950,Swine - Feeder to Finish,3
Pig Trott Nursery,Fayetteville,Sampson,35.013188,-78.572544,1950,Swine - Feeder to Finish,3
"Rabon Nursery 1, 2 & 3",Wilmington,Duplin,35.0236,-78.1183,1950,Swine - Feeder to Finish,3
Blackmore Nursery #1 & Turkey Hill & Piglett's Playpen,Wilmington,Duplin,35.0339,-78.14,1950,Swine - Wean to Feeder,2
Double H Farms,Wilmington,Onslow,34.8989,-77.6211,1920,Swine - Feeder to Finish,3
Jimmy Lee Farm,Washington,Lenoir,35.0994,-77.6667,1920,Swine - Feeder to Finish,3
W&P Farms Inc,Washington,Jones,35.1064,-77.4,1920,Swine - Feeder to Finish,3
No-Name #1 & 2,Washington,Jones,35.125,-77.5319,1920,Swine - Farrow to Wean,1
Cedar Springs Farm,Washington,Craven,35.2285,-77.44883,1920,Swine - Feeder to Finish,3
Double E Farms 2,Winston-Salem,Surry,36.4022,-80.7706,1920,Swine - Farrow to Wean,1
Sharp Farms,Raleigh,Wilson,35.7086,-78.115,1917,Swine - Wean to Feeder,2
